emp_id,days_present,days_absent,leaves_taken,salary_prev,salary_curr,overtime_hours,risk_label
EMP1632,16,14,2,31116,26374,26,1
EMP1633,16,14,2,24135,25764,32,1
EMP1634,26,4,0,85031,80643,31,0
EMP1635,26,4,2,87843,89976,5,0
EMP1636,28,2,5,25906,23497,8,0
EMP1637,26,4,2,74400,79502,52,1
EMP1638,19,11,5,76481,72764,27,1
EMP1639,20,10,1,46170,49608,26,0
EMP1640,19,11,0,75426,81018,3,1
EMP1641,23,7,3,44217,39443,27,0
EMP1642,27,3,0,29587,36336,49,1
EMP1643,20,10,2,50090,64464,43,1
EMP1644,26,4,0,63732,74819,33,0
EMP1645,20,10,2,20587,28350,29,0
EMP1646,24,6,4,45556,58655,33,1
EMP1647,23,7,2,33230,33663,10,0
EMP1648,23,7,5,26416,28396,43,0
EMP1649,25,5,5,60718,64840,32,0
EMP1650,18,12,4,21089,20667,39,1
EMP1651,22,8,3,87494,93187,8,0
EMP1652,18,12,3,75296,74126,22,1
EMP1653,29,1,2,83278,92756,20,0
EMP1654,17,13,0,70100,76665,51,1
EMP1655,28,2,3,43952,39344,34,0
EMP1656,26,4,4,76526,81975,50,1
EMP1657,15,15,5,92954,90408,58,1
EMP1658,25,5,1,35223,36924,37,0
EMP1659,28,2,3,94567,104604,34,0
EMP1660,17,13,5,91678,98787,58,1
EMP1661,18,12,0,28472,40279,23,1
EMP1662,28,2,1,54518,67869,56,1
EMP1663,17,13,5,35282,49612,41,1
EMP1664,17,13,0,79675,79750,44,1
EMP1665,21,9,5,92766,103198,58,1
EMP1666,26,4,0,98610,112984,51,1
EMP1667,28,2,5,54228,63368,35,0
EMP1668,22,8,0,69437,81085,32,0
EMP1669,22,8,3,66733,79879,40,1
EMP1670,25,5,5,91363,94622,27,0
EMP1671,22,8,1,74869,89451,54,1
EMP1672,27,3,5,71631,76516,11,0
EMP1673,17,13,2,85087,81579,20,1
EMP1674,19,11,3,64900,70078,43,1
EMP1675,15,15,4,87580,89948,8,1
EMP1676,18,12,2,29168,41279,31,1
EMP1677,15,15,4,52174,48621,11,1
EMP1678,20,10,3,91853,103763,40,0
EMP1679,17,13,1,34567,44435,50,1
EMP1680,20,10,3,81944,89410,3,0
EMP1681,21,9,3,51259,47030,21,0
EMP1682,26,4,4,28770,34863,43,0
EMP1683,16,14,1,31190,36174,7,1
EMP1684,21,9,5,60197,57458,24,0
EMP1685,16,14,0,26716,30637,26,1
EMP1686,22,8,2,49033,56761,28,0
EMP1687,27,3,0,93869,94279,47,1
EMP1688,27,3,3,91344,93140,37,0
EMP1689,15,15,5,78557,91100,42,1
EMP1690,18,12,3,36724,35552,48,1
EMP1691,28,2,1,25482,38666,23,1
EMP1692,19,11,0,24648,20503,20,1
EMP1693,17,13,2,69334,67446,38,1
EMP1694,27,3,2,41386,54126,45,1
EMP1695,27,3,0,64199,67409,11,0
EMP1696,22,8,4,75284,79608,11,0
EMP1697,27,3,0,84089,80076,57,1
EMP1698,19,11,0,98682,107336,29,1
EMP1699,27,3,0,42190,39065,17,0
EMP1700,16,14,1,58211,70584,32,1
EMP1701,29,1,3,36977,33751,27,0
EMP1702,22,8,3,36715,43356,50,1
EMP1703,29,1,0,81350,82239,28,0
EMP1704,23,7,1,71649,68491,10,0
EMP1705,27,3,1,94637,102134,50,1
EMP1706,20,10,0,66619,78773,19,1
EMP1707,20,10,2,82068,88845,28,0
EMP1708,20,10,2,26031,27470,1,0
EMP1709,15,15,0,48669,62519,42,1
EMP1710,15,15,4,87534,88010,20,1
EMP1711,28,2,0,94878,96942,22,0
EMP1712,22,8,0,27461,24280,20,0
EMP1713,20,10,2,56268,53388,52,1
EMP1714,20,10,1,82493,80752,43,0
EMP1715,16,14,2,99003,113630,14,1
EMP1716,23,7,2,84047,94054,57,1
EMP1717,25,5,0,86677,99696,59,1
EMP1718,15,15,1,60603,66775,6,1
EMP1719,18,12,4,41312,55302,19,1
EMP1720,17,13,4,60379,72676,27,1
EMP1721,17,13,2,64014,72804,26,1
EMP1722,28,2,2,31120,44333,4,1
EMP1723,22,8,1,97487,108332,0,0
EMP1724,29,1,3,25744,39028,49,1
EMP1725,19,11,5,62359,77158,58,1
EMP1726,17,13,2,90188,94558,45,1
EMP1727,20,10,2,92127,103473,41,0
EMP1728,17,13,1,38693,47831,14,1
EMP1729,19,11,5,73161,70330,36,1
EMP1730,24,6,3,28036,23821,59,1
EMP1731,23,7,0,45372,55345,51,1
EMP1732,15,15,4,56575,58726,21,1
EMP1733,18,12,4,23236,34084,48,1
EMP1734,27,3,1,28556,29054,22,0
EMP1735,17,13,2,29569,42392,44,1
EMP1736,17,13,1,20340,26521,43,1
EMP1737,19,11,3,20138,15496,3,1
EMP1738,17,13,0,50654,61650,34,1
EMP1739,27,3,1,46762,55045,50,1
EMP1740,27,3,0,40219,37370,21,0
EMP1741,23,7,1,97988,109200,7,0
EMP1742,26,4,4,55428,60831,53,1
EMP1743,17,13,2,21140,17848,46,1
EMP1744,26,4,5,48308,55329,10,0
EMP1745,21,9,3,27684,23891,19,0
EMP1746,23,7,5,49689,60572,5,0
EMP1747,15,15,2,80011,80878,51,1
EMP1748,20,10,1,92805,101332,22,0
EMP1749,29,1,2,82154,90145,56,1
EMP1750,17,13,1,56304,66613,26,1
EMP1751,16,14,3,38354,39496,46,1
EMP1752,18,12,4,73410,87913,8,1
EMP1753,22,8,3,28016,25400,48,1
EMP1754,15,15,2,60510,71675,2,1
EMP1755,25,5,4,45518,58626,30,1
EMP1756,21,9,1,47103,45523,21,0
EMP1757,25,5,2,39337,46750,20,0
EMP1758,26,4,1,31944,42850,55,1
EMP1759,28,2,0,76622,83928,49,1
EMP1760,22,8,1,56976,63566,29,0
EMP1761,21,9,2,86624,84987,24,0
EMP1762,19,11,0,62727,70662,4,1
EMP1763,26,4,0,31390,34838,35,0
EMP1764,17,13,1,35038,49597,22,1
EMP1765,23,7,1,74189,84932,3,0
EMP1766,28,2,5,86634,101444,7,1
EMP1767,17,13,5,52955,59903,31,1
EMP1768,16,14,4,48220,61734,58,1
EMP1769,20,10,1,91312,98761,41,0
EMP1770,26,4,5,66092,71442,30,0
EMP1771,26,4,1,88487,101109,13,1
EMP1772,22,8,5,78394,77095,28,0
EMP1773,21,9,4,48454,45822,16,0
EMP1774,23,7,5,53204,51032,20,0
EMP1775,17,13,4,81202,91263,30,1
EMP1776,15,15,5,21589,16748,49,1
EMP1777,28,2,1,36237,40440,52,1
EMP1778,22,8,5,76378,76968,7,0
EMP1779,16,14,3,32237,42886,17,1
EMP1780,22,8,1,68766,77152,40,0
EMP1781,26,4,0,74238,87506,25,1
EMP1782,16,14,5,46917,56004,40,1
EMP1783,20,10,4,75103,75379,27,0
EMP1784,25,5,0,39008,39746,18,0
EMP1785,23,7,2,25793,25316,3,0
EMP1786,18,12,1,63148,60372,5,1
EMP1787,22,8,3,52441,56103,25,0
EMP1788,27,3,0,64760,66078,22,0
EMP1789,19,11,4,35372,50363,43,1
EMP1790,25,5,0,74040,78861,8,0
EMP1791,19,11,3,25842,22158,41,1
EMP1792,15,15,4,42005,52211,27,1
EMP1793,23,7,2,87055,89990,13,0
EMP1794,17,13,3,74120,78203,6,1
EMP1795,23,7,4,22257,30668,30,0
EMP1796,16,14,0,40808,55429,10,1
EMP1797,20,10,5,71168,77028,22,0
EMP1798,27,3,4,77505,90640,7,1
EMP1799,21,9,3,67377,78740,43,0
EMP1800,19,11,3,67591,80436,0,1
EMP1801,18,12,4,53002,62564,12,1
EMP1802,23,7,0,24213,29506,9,0
EMP1803,19,11,3,77134,74234,9,1
EMP1804,28,2,4,40132,54689,23,1
EMP1805,16,14,5,28016,30027,13,1
EMP1806,24,6,2,44472,48050,46,1
EMP1807,20,10,0,56021,63849,42,0
EMP1808,23,7,3,21401,36044,25,1
EMP1809,20,10,0,40307,39521,27,0
EMP1810,29,1,0,97403,95148,11,0
EMP1811,25,5,5,64724,65542,46,1
EMP1812,28,2,0,50116,60609,6,0
EMP1813,19,11,0,60992,60017,6,1
EMP1814,18,12,0,40093,41248,15,1
EMP1815,25,5,4,40963,53319,6,1
EMP1816,18,12,2,40936,54527,10,1
EMP1817,22,8,0,47606,57670,55,1
EMP1818,22,8,4,82522,90425,2,0
EMP1819,27,3,0,22204,36864,14,1
EMP1820,26,4,3,78585,82292,25,0
EMP1821,22,8,0,31908,37755,19,0
EMP1822,16,14,2,81215,92876,40,1
EMP1823,15,15,2,66169,68828,6,1
EMP1824,24,6,0,52793,63177,9,0
EMP1825,25,5,4,75751,84130,46,1
EMP1826,29,1,3,94218,90290,46,1
EMP1827,18,12,5,52983,57898,56,1
EMP1828,29,1,0,56081,62114,48,1
EMP1829,16,14,4,25939,35635,10,1
EMP1830,22,8,5,96721,110051,33,1
EMP1831,29,1,4,41625,43045,45,0
EMP1832,19,11,5,84805,91642,21,1
EMP1833,28,2,1,85101,90642,12,0
EMP1834,29,1,5,57853,58490,28,0
EMP1835,22,8,3,20492,24303,32,0
EMP1836,15,15,2,67153,71891,30,1
EMP1837,26,4,3,48328,57935,3,0
EMP1838,17,13,3,51279,65406,58,1
EMP1839,24,6,5,25451,28999,24,0
EMP1840,16,14,2,58870,54489,50,1
EMP1841,27,3,2,48001,44297,42,0
EMP1842,25,5,4,88431,100744,54,1
EMP1843,22,8,4,38793,41992,29,0
EMP1844,18,12,5,76746,84220,19,1
EMP1845,22,8,1,75388,78665,43,0
EMP1846,23,7,4,42601,55621,27,1
EMP1847,26,4,1,39710,45120,20,0
EMP1848,22,8,1,83227,83194,1,0
EMP1849,21,9,2,47413,57927,56,1
EMP1850,27,3,2,86732,94029,35,0
EMP1851,23,7,5,60695,75397,26,1
EMP1852,16,14,2,87712,91504,28,1
EMP1853,21,9,0,48482,52653,19,0
EMP1854,19,11,5,23696,37845,16,1
EMP1855,16,14,4,24956,30151,52,1
EMP1856,25,5,1,83811,98203,49,1
EMP1857,15,15,1,44729,53917,19,1
EMP1858,18,12,1,32602,36858,40,1
EMP1859,19,11,1,84789,90382,55,1
EMP1860,27,3,0,83043,91039,10,0
EMP1861,22,8,2,69812,75333,50,1
EMP1862,17,13,4,62998,64295,39,1
EMP1863,19,11,4,90093,87272,22,1
EMP1864,24,6,3,70574,80663,51,1
EMP1865,27,3,4,59464,64047,18,0
EMP1866,21,9,5,80315,87072,56,1
EMP1867,25,5,3,83353,95007,34,0
EMP1868,19,11,0,65095,74365,35,1
EMP1869,16,14,4,39991,45766,41,1
EMP1870,18,12,2,36673,38287,52,1
EMP1871,22,8,3,63884,75848,30,0
EMP1872,28,2,4,77149,76925,56,1
EMP1873,27,3,0,54148,59013,39,0
EMP1874,21,9,5,97116,97750,50,1
EMP1875,20,10,3,97787,105918,37,0
EMP1876,17,13,3,80142,94766,4,1
EMP1877,27,3,1,77649,75398,36,0
EMP1878,23,7,2,85458,97047,56,1
EMP1879,28,2,2,27214,34028,15,0
EMP1880,22,8,5,48884,46592,7,0
EMP1881,15,15,2,65046,70060,41,1
EMP1882,24,6,2,50881,58422,8,0
EMP1883,15,15,2,89087,96384,21,1
EMP1884,23,7,0,98958,94110,58,1
EMP1885,19,11,4,51845,49645,0,1
EMP1886,29,1,0,22610,29677,16,0
EMP1887,23,7,1,40583,42846,38,0
EMP1888,25,5,5,39456,34862,57,1
EMP1889,21,9,4,39873,47923,40,0
EMP1890,27,3,0,41644,41001,19,0
EMP1891,18,12,4,21538,19946,48,1
EMP1892,26,4,4,54998,54285,0,0
EMP1893,15,15,2,95225,102271,35,1
EMP1894,18,12,1,61328,61274,42,1
EMP1895,18,12,2,38919,38092,57,1
EMP1896,15,15,5,90305,90101,54,1
EMP1897,18,12,2,90533,102909,48,1
EMP1898,22,8,2,38624,51484,26,1
EMP1899,20,10,4,87391,90516,34,0
EMP1900,17,13,3,72815,72801,42,1
EMP1901,24,6,0,89267,101102,43,0
EMP1902,21,9,1,84887,99364,50,1
EMP1903,23,7,4,63526,78187,55,1
EMP1904,21,9,2,31889,38143,18,0
EMP1905,17,13,1,73747,73306,7,1
EMP1906,26,4,0,20112,34693,52,1
EMP1907,25,5,4,36523,32947,5,0
EMP1908,15,15,4,30808,31851,13,1
EMP1909,19,11,5,20887,35375,49,1
EMP1910,23,7,2,46049,53302,46,1
EMP1911,21,9,3,66220,74615,53,1
EMP1912,21,9,5,42931,53097,9,0
EMP1913,23,7,0,45991,46779,9,0
EMP1914,15,15,1,36901,39638,4,1
EMP1915,26,4,5,82120,79108,17,0
EMP1916,24,6,3,34256,36418,2,0
EMP1917,24,6,1,52088,61202,15,0
EMP1918,16,14,3,85303,91128,37,1
EMP1919,20,10,1,80710,77228,37,0
EMP1920,18,12,2,88136,96373,19,1
EMP1921,26,4,2,46990,58183,29,0
EMP1922,19,11,1,54510,50816,9,1
EMP1923,23,7,0,65800,64995,58,1
EMP1924,26,4,1,49084,51703,0,0
EMP1925,17,13,1,99832,110270,58,1
EMP1926,20,10,2,21813,35658,24,1
EMP1927,27,3,3,82912,82308,3,0
EMP1928,21,9,0,85618,82538,9,0
EMP1929,18,12,0,22093,29998,31,1
EMP1930,20,10,5,98513,113387,51,1
EMP1931,25,5,4,80686,79362,58,1
EMP1932,23,7,2,88498,84357,16,0
EMP1933,25,5,0,95945,94962,19,0
EMP1934,27,3,0,63764,59898,31,0
EMP1935,18,12,0,41869,41033,42,1
EMP1936,16,14,2,93788,106509,32,1
EMP1937,25,5,1,54397,67307,9,1
EMP1938,16,14,5,80030,79400,35,1
EMP1939,25,5,4,96162,93155,37,0
EMP1940,15,15,2,53458,65331,16,1
EMP1941,23,7,4,49061,52085,38,0
EMP1942,15,15,3,63803,78099,53,1
EMP1943,19,11,0,38257,46112,58,1
EMP1944,19,11,1,40025,39483,58,1
EMP1945,26,4,5,69831,75490,49,1
EMP1946,26,4,2,25668,35095,17,0
EMP1947,16,14,5,30751,39201,57,1
EMP1948,23,7,4,48927,52253,42,0
EMP1949,20,10,3,51707,49985,0,0
EMP1950,21,9,2,33261,39434,49,1
EMP1951,23,7,0,87173,95825,47,1
EMP1952,27,3,4,55529,65724,20,0
EMP1953,16,14,2,55436,65074,19,1
EMP1954,17,13,2,32356,27551,11,1
EMP1955,26,4,2,41225,39831,24,0
EMP1956,19,11,4,46489,55876,23,1
EMP1957,23,7,4,22591,29718,4,0
EMP1958,18,12,5,86736,97457,57,1
EMP1959,21,9,0,43408,45380,8,0
EMP1960,20,10,2,79500,93478,38,1
EMP1961,20,10,0,52854,58558,11,0
EMP1962,21,9,2,26968,41125,8,1
EMP1963,27,3,4,43199,50020,51,1
EMP1964,29,1,4,25520,32030,39,0
EMP1965,19,11,1,61605,71560,17,1
EMP1966,28,2,5,98581,102493,42,0
EMP1967,24,6,2,41113,37786,46,1
EMP1968,26,4,2,63939,72484,27,0
EMP1969,25,5,5,89166,99259,18,0
EMP1970,20,10,5,74935,80537,8,0
EMP1971,29,1,0,56320,67722,2,0
EMP1972,24,6,1,28640,25588,49,1
EMP1973,16,14,2,76053,72973,33,1
EMP1974,27,3,4,30799,31351,52,1
EMP1975,27,3,4,57158,71229,23,1
EMP1976,24,6,0,81510,92320,6,0
EMP1977,24,6,0,20192,33352,16,1
EMP1978,25,5,0,70940,73314,28,0
EMP1979,19,11,2,30655,40784,59,1
EMP1980,23,7,5,62056,76119,55,1
EMP1981,15,15,4,53272,58085,15,1
EMP1982,23,7,2,45963,52149,53,1
EMP1983,23,7,5,31676,31110,18,0
EMP1984,16,14,0,24994,24228,52,1
EMP1985,28,2,5,54872,59319,17,0
EMP1986,17,13,1,97535,96254,21,1
EMP1987,20,10,3,75480,76471,35,0
EMP1988,29,1,3,31064,37376,44,0
EMP1989,16,14,1,26476,40464,53,1
EMP1990,29,1,3,65276,60910,41,0
EMP1991,27,3,2,99698,111084,53,1
EMP1992,28,2,2,47197,45087,57,1
EMP1993,29,1,2,28026,26332,1,0
EMP1994,28,2,0,68008,77691,30,0
EMP1995,26,4,1,75612,82379,14,0
EMP1996,23,7,3,41639,53272,57,1
EMP1997,19,11,4,79197,77051,31,1
EMP1998,24,6,3,40176,46794,36,0
EMP1999,17,13,3,39996,37614,6,1
